code1,code2,name1,name2,beta,score,half_life,p_value,correlation,data_points
159547.OF,563020.OF,华夏中证红利低波动ETF,易方达中证红利低波动ETF,1.0075,150.0000,15.3295,0.0000,0.9979,240
159353.OF,560530.OF,景顺长城中证A500ETF,摩根中证A500ETF,1.0155,150.0000,16.0509,0.0000,0.9999,240
159353.OF,560530.OF,景顺长城中证A500ETF,摩根中证A500ETF,1.0155,150.0000,16.0509,0.0000,0.9999,240
159353.OF,560530.OF,景顺长城中证A500ETF,摩根中证A500ETF,1.0155,150.0000,16.0509,0.0000,0.9999,240
159845.OF,560010.OF,华夏中证1000ETF,广发中证1000ETF,0.9985,150.0000,17.6064,0.0000,0.9999,240
159845.OF,560010.OF,华夏中证1000ETF,广发中证1000ETF,0.9985,150.0000,17.6064,0.0000,0.9999,240
159845.OF,560010.OF,华夏中证1000ETF,广发中证1000ETF,0.9985,150.0000,17.6064,0.0000,0.9999,240
159593.OF,563080.OF,平安中证A50ETF,易方达中证A50ETF,0.9983,150.0000,17.3221,0.0000,0.9997,240
159593.OF,563080.OF,平安中证A50ETF,易方达中证A50ETF,0.9983,150.0000,17.3221,0.0000,0.9997,240
159593.OF,563080.OF,平安中证A50ETF,易方达中证A50ETF,0.9983,150.0000,17.3221,0.0000,0.9997,240
159830.OF,518680.OF,天弘上海金ETF,富国上海金ETF,1.0009,150.0000,19.5766,0.0000,1.0000,240
159830.OF,518680.OF,天弘上海金ETF,富国上海金ETF,1.0009,150.0000,19.5766,0.0000,1.0000,240
159830.OF,518680.OF,天弘上海金ETF,富国上海金ETF,1.0009,150.0000,19.5766,0.0000,1.0000,240
159925.OF,510310.OF,南方沪深300ETF,易方达沪深300ETF,0.9907,150.0000,19.7843,0.0000,0.9998,240
159925.OF,510310.OF,南方沪深300ETF,易方达沪深300ETF,0.9907,150.0000,19.7843,0.0000,0.9998,240
159925.OF,510310.OF,南方沪深300ETF,易方达沪深300ETF,0.9907,150.0000,19.7843,0.0000,0.9998,240
159353.OF,159361.OF,景顺长城中证A500ETF,易方达中证A500ETF,1.0218,150.0000,22.9768,0.0000,0.9999,232
159353.OF,159361.OF,景顺长城中证A500ETF,易方达中证A500ETF,1.0218,150.0000,22.9768,0.0000,0.9999,232
159353.OF,159361.OF,景顺长城中证A500ETF,易方达中证A500ETF,1.0218,150.0000,22.9768,0.0000,0.9999,232
159352.OF,563220.OF,南方中证A500ETF,富国中证A500ETF,0.9888,150.0000,23.0578,0.0000,0.9999,240
159352.OF,563220.OF,南方中证A500ETF,富国中证A500ETF,0.9888,150.0000,23.0578,0.0000,0.9999,240
159352.OF,563220.OF,南方中证A500ETF,富国中证A500ETF,0.9888,150.0000,23.0578,0.0000,0.9999,240
159593.OF,159595.OF,平安中证A50ETF,大成中证A50ETF,0.9961,150.0000,23.3637,0.0000,0.9998,240
159593.OF,159595.OF,平安中证A50ETF,大成中证A50ETF,0.9961,150.0000,23.3637,0.0000,0.9998,240
159593.OF,159595.OF,平安中证A50ETF,大成中证A50ETF,0.9961,150.0000,23.3637,0.0000,0.9998,240
518860.OF,518880.OF,建信上海金ETF,华安黄金ETF,0.9988,150.0000,24.1590,0.0000,0.9999,240
518860.OF,518880.OF,建信上海金ETF,华安黄金ETF,0.9988,150.0000,24.1590,0.0000,0.9999,240
518860.OF,518880.OF,建信上海金ETF,华安黄金ETF,0.9988,150.0000,24.1590,0.0000,0.9999,240
159338.OF,512050.OF,国泰中证A500ETF,华夏中证A500ETF,0.9998,150.0000,24.6998,0.0000,0.9999,234
159338.OF,512050.OF,国泰中证A500ETF,华夏中证A500ETF,0.9998,150.0000,24.6998,0.0000,0.9999,234
159338.OF,512050.OF,国泰中证A500ETF,华夏中证A500ETF,0.9998,150.0000,24.6998,0.0000,0.9999,234
159937.OF,518880.OF,博时黄金ETF,华安黄金ETF,1.0008,150.0000,28.0059,0.0000,1.0000,240
159937.OF,518880.OF,博时黄金ETF,华安黄金ETF,1.0008,150.0000,28.0059,0.0000,1.0000,240
159937.OF,518880.OF,博时黄金ETF,华安黄金ETF,1.0008,150.0000,28.0059,0.0000,1.0000,240
159639.OF,561190.OF,南方中证上海环交所碳中和ETF,富国中证上海环交所碳中和ETF,0.9998,150.0000,28.5490,0.0000,0.9999,240
159639.OF,561190.OF,南方中证上海环交所碳中和ETF,富国中证上海环交所碳中和ETF,0.9998,150.0000,28.5490,0.0000,0.9999,240
159639.OF,561190.OF,南方中证上海环交所碳中和ETF,富国中证上海环交所碳中和ETF,0.9998,150.0000,28.5490,0.0000,0.9999,240
159834.OF,518600.OF,南方上海金ETF,广发上海金ETF,1.0000,150.0000,33.6729,0.0000,0.9999,240
159834.OF,518600.OF,南方上海金ETF,广发上海金ETF,1.0000,150.0000,33.6729,0.0000,0.9999,240
159834.OF,518600.OF,南方上海金ETF,广发上海金ETF,1.0000,150.0000,33.6729,0.0000,0.9999,240
159351.OF,512050.OF,嘉实中证A500ETF,华夏中证A500ETF,0.9875,150.0000,39.3454,0.0000,0.9999,234
159351.OF,512050.OF,嘉实中证A500ETF,华夏中证A500ETF,0.9875,150.0000,39.3454,0.0000,0.9999,234
159351.OF,512050.OF,嘉实中证A500ETF,华夏中证A500ETF,0.9875,150.0000,39.3454,0.0000,0.9999,234
159757.OF,159775.OF,景顺长城国证新能源车电池ETF,建信国证新能源车电池ETF,0.9699,150.0000,40.6008,0.0000,0.9986,240
159757.OF,159775.OF,景顺长城国证新能源车电池ETF,建信国证新能源车电池ETF,0.9699,150.0000,40.6008,0.0000,0.9986,240
159757.OF,159775.OF,景顺长城国证新能源车电池ETF,建信国证新能源车电池ETF,0.9699,150.0000,40.6008,0.0000,0.9986,240
159639.OF,562990.OF,南方中证上海环交所碳中和ETF,易方达中证上海环交所碳中和ETF,1.0036,150.0000,41.2134,0.0000,0.9999,240
159639.OF,562990.OF,南方中证上海环交所碳中和ETF,易方达中证上海环交所碳中和ETF,1.0036,150.0000,41.2134,0.0000,0.9999,240
159639.OF,562990.OF,南方中证上海环交所碳中和ETF,易方达中证上海环交所碳中和ETF,1.0036,150.0000,41.2134,0.0000,0.9999,240
159338.OF,159353.OF,国泰中证A500ETF,景顺长城中证A500ETF,0.9795,150.0000,42.8236,0.0000,0.9999,240
159338.OF,159353.OF,国泰中证A500ETF,景顺长城中证A500ETF,0.9795,150.0000,42.8236,0.0000,0.9999,240
159338.OF,159353.OF,国泰中证A500ETF,景顺长城中证A500ETF,0.9795,150.0000,42.8236,0.0000,0.9999,240
159300.OF,510330.OF,富国沪深300ETF,华夏沪深300ETF,0.9935,150.0000,25.1744,0.0000,0.9998,240
159300.OF,510330.OF,富国沪深300ETF,华夏沪深300ETF,0.9935,150.0000,25.1744,0.0000,0.9998,240
159300.OF,510330.OF,富国沪深300ETF,华夏沪深300ETF,0.9935,150.0000,25.1744,0.0000,0.9998,240
159351.OF,563800.OF,嘉实中证A500ETF,广发中证A500ETF,0.9915,150.0000,47.2411,0.0000,0.9999,233
