Date,lh_net_buy_ratio,big_order_slope,shareholder_growth,turnover_percentile,seal_ratio,seal_time,volume_ratio,yang_line_ratio,consecutive_boards,next_day_premium,concept_limit_up_ratio,market_limit_up_count,floating_chips,price_deviation,cci_divergence,macd_divergence,monster_probability,monster_score
2024-01-01,-1.163963199055304,-0.008810030795594061,0.4665954682417234,0.18918893964902878,-1.0040504895672815,0.6537763965931072,0.07376968412345848,0.12808636198615075,0,0,-0.43164048179196407,-1.0030315313374663,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.09995430536001909,9.995430536001908
2024-01-02,-0.41344745390698023,-0.008810030795594061,-0.5655132450954768,0.18918893964902878,0.7668117720636906,0.7764226028251453,0.07376968412345848,0.12808636198615075,0,0,0.2376588425572133,0.8828644785639939,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.9922572533265113,99.22572533265112
2024-01-03,-1.873917824193103,-0.008810030795594061,-1.5178443678891391,0.18918893964902878,0.9264333673146902,0.8183107470079994,0.07376968412345848,0.12808636198615075,0,0,0.9517472624877871,-1.5894550193187065,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.9831295488382916,98.31295488382916
2024-01-04,-0.7624942743464144,-0.008810030795594061,0.7676576729527322,0.18918893964902878,-1.3157208709387926,0.4893434403534999,0.07376968412345848,0.12808636198615075,0,0,0.8822059417974973,-1.5894550193187065,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.6897361578917187,68.97361578917187
2024-01-05,0.07579393230352134,-0.4454123220329234,-1.8177358782188555,0.18918893964902878,-0.5225949808169161,0.5181885525008929,0.07376968412345848,1.488571233893104,0,0,0.1334522014006809,-0.11231535780241922,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.9999340316104339,99.99340316104339
2024-01-08,-0.9577462885676845,1.7682760801873278,0.40569004461021757,0.18918893964902878,-1.7256301508935057,0.6996869924217402,0.07376968412345848,1.488571233893104,0,0,1.4207039859404613,0.9152582453804918,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.9999360922966193,99.99360922966193
2024-01-09,-0.006610427279249436,2.4743360706428907,-0.898903292523366,0.18918893964902878,-0.13202189555811672,0.584084246896907,0.07376968412345848,0.5815813192884686,0,0,-0.2457060336077359,0.43022874844444536,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.9999582821319133,99.99582821319133
2024-01-10,-0.23922768232316874,0.48004039303502766,-1.3981539530831082,0.18918893964902878,-0.10627846222967299,0.43561174714901185,0.07376968412345848,-0.32540859531616706,0,0,1.451190285528083,-1.5894550193187065,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.9996014331414411,99.96014331414412
2024-01-11,-0.10333037841494208,-0.8124999177432677,1.0249343313879837,0.18918893964902878,-1.1377336149898873,0.44328234635849495,0.07376968412345848,-1.2323985099208026,0,0,-1.5677848248776325,-1.336263743938462,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.00018758779261244255,0.018758779261244255
2024-01-12,-0.5722913916352136,-1.6932903612015349,-0.013073820787438545,0.18918893964902878,-0.24645754474988515,0.5251189739417194,0.07376968412345848,-2.139388424525438,0,0,1.7984965355295122,0.9046036185154718,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.10195150244410624,10.195150244410623
2024-01-15,-0.7438145346449324,2.0075202047984444,-0.015810425881799872,0.18918893964902878,-1.20080736172917,0.8831497126804149,0.07376968412345848,-2.139388424525438,0,0,0.6591720577962258,-0.5299243620354039,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.4671618027005948,46.71618027005948
2024-01-16,-0.3183421032104719,1.851161307308771,0.4529315290793819,0.18918893964902878,-1.3863451610074908,0.6662146140996175,0.07376968412345848,-2.139388424525438,0,0,-0.22249600081030263,1.317790929047106,-0.598614660019993,-0.06962027039102635,0,-0.28693063724068335,0.1693848904355292,16.93848904355292
2024-01-17,-0.005175494467348684,0.1178962362471063,-0.2114402317571271,0.18918893964902878,0.02048082948383836,0.9916766013138639,0.07376968412345848,-2.139388424525438,0,0,-0.9677417413657643,1.4247974791351639,-0.598614660019993,-2.121430142063137,0,-0.28693063724068335,0.005130496155451638,0.5130496155451638
2024-01-18,-0.9657542137183263,-0.6913158229063178,0.43791815101626536,0.18918893964902878,-0.9130013563229795,0.9795126555614954,0.07376968412345848,-2.139388424525438,0,0,0.13110204656525304,0.18916175782080258,-0.598614660019993,-2.140716588402159,0,-0.28693063724068335,0.00018152864102765086,0.018152864102765086
2024-01-19,-0.10363260035122084,-1.828190776010813,0.22204097100131384,0.18918893964902878,-0.15513955538758534,0.923007071284127,0.07376968412345848,-2.139388424525438,0,0,-0.9272161480547869,-0.36400330918628376,-0.598614660019993,-2.140716588402159,0,-0.28693063724068335,2.743097267996689e-05,0.002743097267996689
2024-01-22,-0.1819729173987622,0.5258767167017371,1.1347840280936548,0.18918893964902878,-0.6053098544934141,0.6856512595558185,0.07376968412345848,-1.2323985099208026,0,0,-1.0783806948996755,-0.15287782329537236,-0.598614660019993,-2.0662628413622706,0,-0.28693063724068335,0.0018123482093860025,0.18123482093860024
2024-01-23,0.9116481011235341,-0.593097248599142,-0.16284749604045934,0.18918893964902878,0.9747142757342706,0.9916766013138639,0.07376968412345848,-1.2323985099208026,0,0,0.5892153567060575,-0.9019021595585072,-0.598614660019993,-2.140716588402159,0,-0.28693063724068335,0.7139754890177642,71.39754890177642
2024-01-24,-0.24252381839732381,-0.7578785593035094,1.4962778599975635,0.18918893964902878,-1.418584222676073,0.6940714463987153,0.07376968412345848,-1.2323985099208026,0,0,0.31127132828932597,1.3830550748846693,-0.598614660019993,-2.140716588402159,0,-0.28693063724068335,0.0023957907963901223,0.23957907963901223
2024-01-25,-0.635382182350187,-0.7520365832680433,0.6286677548054923,0.18918893964902878,-0.5154237047780484,0.5630105064557722,0.07376968412345848,-1.2323985099208026,0,0,0.6813599954343197,-0.10612938741433836,-0.598614660019993,-2.140716588402159,0,-0.28693063724068335,0.011822686994400594,1.1822686994400593
2024-01-26,1.9360609492106304,-1.1358709438813404,0.7370339684061347,0.18918893964902878,0.5206195418130107,0.16467894615868797,0.07376968412345848,-0.32540859531616706,0,0,1.675114212388738,1.4408387998919767,-0.9808547218298903,-1.562590068535963,0,-0.28693063724068335,0.9996721134155486,99.96721134155486
2024-01-29,-1.873917824193103,-0.37457277916521237,-1.263485910762437,0.18918893964902878,-0.713401012285831,0.29188031066050807,0.07376968412345848,-1.2323985099208026,0,0,0.3526180322523595,-1.0058297185520093,-0.9808547218298903,-2.140716588402159,0,-0.28693063724068335,0.04425440829441371,4.425440829441371
2024-01-30,0.9832143315029187,-0.2476037208468443,0.5696406665605054,0.18918893964902878,0.9470431421268358,0.5229822707579405,0.07376968412345848,-0.32540859531616706,0,0,0.39757002896821797,1.6438006334801054,-0.9808547218298903,-1.2262834276722456,0,-0.28693063724068335,0.9949144230150313,99.49144230150313
2024-01-31,0.6279104814786372,0.904898321912396,0.09170785836541558,0.18918893964902878,0.22222725074113442,0.6657350259660247,0.07376968412345848,-0.32540859531616706,0,0,-1.525441618536911,0.09625625768265555,-0.9808547218298903,-1.0445787567971945,0,-0.28693063724068335,0.8655506122490301,86.55506122490301
2024-02-01,-1.131895165697323,-0.3918528755613045,1.1014710773629788,0.18918893964902878,0.03614730794528143,0.5221651225821525,0.07376968412345848,-0.32540859531616706,0,0,0.8991942633073273,-1.199634529436225,-0.9808547218298903,-1.482694291260969,0,-0.28693063724068335,0.18046662610291653,18.04666261029165
2024-02-02,0.9455585437235395,-0.6038903410762902,0.8658622072080988,0.18918893964902878,0.3230647932127189,0.1630602610836738,0.07376968412345848,-1.2323985099208026,0,0,-0.24713766098148718,-1.1736956144528512,-0.9808547218298903,-1.6690058437771287,0,-0.28693063724068335,0.16231775581049945,16.231775581049945
2024-02-05,0.7322791683273374,0.05663997738836483,0.9396071236916238,0.18918893964902878,1.8451581907849195,-1.0116584638814095,0.07376968412345848,-0.32540859531616706,0,0,1.7837094567575131,1.0763761860193584,-0.9808547218298903,-1.1326845944792576,0,-0.28693063724068335,0.9998653429097135,99.98653429097135
2024-02-06,-0.5637851691890452,-0.6686716193875368,-0.5393434616371062,0.18918893964902878,0.75529388636964,0.9387178963051653,0.07376968412345848,-1.2323985099208026,0,0,1.2906616436742315,0.8181193939577819,-0.9808547218298903,-1.309334481786136,0,-0.28693063724068335,0.9013587535461118,90.13587535461119
2024-02-07,-1.2957203342078696,-0.44067665507671455,-0.9521075529249883,0.18918893964902878,0.22910143065194563,0.6388160931576718,0.07376968412345848,-1.2323985099208026,0,0,0.14714077968794012,1.2206869337531354,-0.9808547218298903,-1.2832882377240138,0,-0.28693063724068335,0.2940986106330771,29.40986106330771
2024-02-08,0.3149607168716714,-0.30302724311660695,0.39691802563583933,0.18918893964902878,0.3004221908932243,0.32800338343063073,0.07376968412345848,-1.2323985099208026,0,0,-1.382897887843496,-1.147049239264527,-0.9808547218298903,-1.104884359185017,0,-0.28693063724068335,0.019841683066202133,1.9841683066202134
2024-02-09,-0.8760665851442384,-0.6187775575637129,0.2215771183143339,0.18918893964902878,-1.4290733859101001,0.5157666772889384,0.07376968412345848,-0.32540859531616706,0,0,1.3705506037411883,-1.459356208115525,-0.9808547218298903,-0.4634965414301032,0,-0.28693063724068335,0.7630791391511849,76.30791391511849
